annotator_id,case_id,base_id,condition,dataset,model_a,model_b,dimension,user_id,order,verdict,effective_preference,ndcg_winner,cov_winner,aligns_ndcg,aligns_cov,confidence_1_to_5,notes_optional
annotator_04,mind__lightgcn_only_vs_fixed__diversity__u34804__rev,mind__lightgcn_only_vs_fixed__diversity__u34804__pair,local_only,mind,lightgcn_only,fixed,diversity,34804,rev,A,fixed,lightgcn_only,fixed,False,True,5,
annotator_04,yelp__gbaf_vs_concat_mlp__diversity__u78602__rev,yelp__gbaf_vs_concat_mlp__diversity__u78602__pair,local_only,yelp,gbaf,concat_mlp,diversity,78602,rev,TIE,TIE,gbaf,concat_mlp,False,False,4,
annotator_04,mind__gbaf_vs_fixed__diversity__u40271__fwd,mind__gbaf_vs_fixed__diversity__u40271__pair,local_only,mind,gbaf,fixed,diversity,40271,fwd,TIE,TIE,gbaf,fixed,False,False,4,
annotator_04,amazon_cds__lightgcn_only_vs_fixed__diversity__u965__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u965__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,965,rev,A,fixed,lightgcn_only,fixed,False,True,3,
annotator_04,mind__gbaf_vs_fixed__diversity__u35942__fwd,mind__gbaf_vs_fixed__diversity__u35942__pair,local_only,mind,gbaf,fixed,diversity,35942,fwd,TIE,TIE,gbaf,fixed,False,False,4,
annotator_04,yelp__lightgcn_only_vs_fixed__diversity__u18392__fwd,yelp__lightgcn_only_vs_fixed__diversity__u18392__pair,local_only,yelp,lightgcn_only,fixed,diversity,18392,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_04,mind__lightgcn_only_vs_fixed__diversity__u44378__rev,mind__lightgcn_only_vs_fixed__diversity__u44378__pair,local_only,mind,lightgcn_only,fixed,diversity,44378,rev,TIE,TIE,lightgcn_only,fixed,False,False,4,
annotator_04,mind__lightgcn_only_vs_fixed__diversity__u40271__rev,mind__lightgcn_only_vs_fixed__diversity__u40271__pair,local_only,mind,lightgcn_only,fixed,diversity,40271,rev,TIE,TIE,lightgcn_only,fixed,False,False,4,
annotator_04,amazon_cds__gbaf_vs_fixed__diversity__u15509__fwd,amazon_cds__gbaf_vs_fixed__diversity__u15509__pair,local_only,amazon_cds,gbaf,fixed,diversity,15509,fwd,B,fixed,gbaf,fixed,False,True,4,
annotator_04,amazon_cds__lightgcn_only_vs_fixed__diversity__u14125__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u14125__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,14125,fwd,B,fixed,lightgcn_only,fixed,False,True,5,
annotator_04,amazon_cds__gbaf_vs_fixed__diversity__u14321__fwd,amazon_cds__gbaf_vs_fixed__diversity__u14321__pair,local_only,amazon_cds,gbaf,fixed,diversity,14321,fwd,B,fixed,gbaf,fixed,False,True,5,
annotator_04,amazon_cds__lightgcn_only_vs_fixed__diversity__u2105__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u2105__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,2105,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_04,yelp__lightgcn_only_vs_fixed__diversity__u2600__fwd,yelp__lightgcn_only_vs_fixed__diversity__u2600__pair,local_only,yelp,lightgcn_only,fixed,diversity,2600,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,4,
annotator_04,mind__lightgcn_only_vs_fixed__diversity__u23211__fwd,mind__lightgcn_only_vs_fixed__diversity__u23211__pair,local_only,mind,lightgcn_only,fixed,diversity,23211,fwd,TIE,TIE,lightgcn_only,fixed,False,False,4,
annotator_04,yelp__gbaf_vs_concat_mlp__diversity__u81116__rev,yelp__gbaf_vs_concat_mlp__diversity__u81116__pair,local_only,yelp,gbaf,concat_mlp,diversity,81116,rev,A,concat_mlp,gbaf,concat_mlp,False,True,4,
annotator_04,amazon_cds__gbaf_vs_fixed__diversity__u965__rev,amazon_cds__gbaf_vs_fixed__diversity__u965__pair,local_only,amazon_cds,gbaf,fixed,diversity,965,rev,B,gbaf,gbaf,fixed,True,False,4,
annotator_04,amazon_cds__gbaf_vs_fixed__diversity__u13315__fwd,amazon_cds__gbaf_vs_fixed__diversity__u13315__pair,local_only,amazon_cds,gbaf,fixed,diversity,13315,fwd,A,gbaf,gbaf,fixed,True,False,5,
annotator_04,mind__gbaf_vs_fixed__diversity__u5744__fwd,mind__gbaf_vs_fixed__diversity__u5744__pair,local_only,mind,gbaf,fixed,diversity,5744,fwd,TIE,TIE,gbaf,fixed,False,False,4,
annotator_04,yelp__lightgcn_only_vs_fixed__diversity__u18930__rev,yelp__lightgcn_only_vs_fixed__diversity__u18930__pair,local_only,yelp,lightgcn_only,fixed,diversity,18930,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,4,
annotator_04,mind__lightgcn_only_vs_fixed__diversity__u7434__fwd,mind__lightgcn_only_vs_fixed__diversity__u7434__pair,local_only,mind,lightgcn_only,fixed,diversity,7434,fwd,TIE,TIE,lightgcn_only,fixed,False,False,4,
annotator_04,yelp__lightgcn_only_vs_fixed__diversity__u24594__fwd,yelp__lightgcn_only_vs_fixed__diversity__u24594__pair,local_only,yelp,lightgcn_only,fixed,diversity,24594,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_04,amazon_cds__lightgcn_only_vs_fixed__diversity__u906__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u906__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,906,rev,TIE,TIE,lightgcn_only,fixed,False,False,4,
annotator_04,amazon_cds__gbaf_vs_fixed__diversity__u2105__rev,amazon_cds__gbaf_vs_fixed__diversity__u2105__pair,local_only,amazon_cds,gbaf,fixed,diversity,2105,rev,A,fixed,gbaf,fixed,False,True,5,
annotator_04,mind__gbaf_vs_fixed__diversity__u44378__fwd,mind__gbaf_vs_fixed__diversity__u44378__pair,local_only,mind,gbaf,fixed,diversity,44378,fwd,A,gbaf,gbaf,fixed,True,False,4,
annotator_04,mind__lightgcn_only_vs_fixed__diversity__u29787__rev,mind__lightgcn_only_vs_fixed__diversity__u29787__pair,local_only,mind,lightgcn_only,fixed,diversity,29787,rev,TIE,TIE,lightgcn_only,fixed,False,False,4,
annotator_04,mind__gbaf_vs_fixed__diversity__u42678__rev,mind__gbaf_vs_fixed__diversity__u42678__pair,local_only,mind,gbaf,fixed,diversity,42678,rev,B,gbaf,gbaf,fixed,True,False,4,
annotator_04,yelp__gbaf_vs_concat_mlp__diversity__u18930__rev,yelp__gbaf_vs_concat_mlp__diversity__u18930__pair,local_only,yelp,gbaf,concat_mlp,diversity,18930,rev,A,concat_mlp,gbaf,concat_mlp,False,True,4,
annotator_04,amazon_cds__lightgcn_only_vs_fixed__diversity__u5338__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u5338__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,5338,rev,A,fixed,lightgcn_only,fixed,False,True,4,
annotator_04,yelp__gbaf_vs_concat_mlp__diversity__u362__rev,yelp__gbaf_vs_concat_mlp__diversity__u362__pair,local_only,yelp,gbaf,concat_mlp,diversity,362,rev,B,gbaf,gbaf,concat_mlp,True,False,5,
annotator_04,amazon_cds__gbaf_vs_fixed__diversity__u13752__fwd,amazon_cds__gbaf_vs_fixed__diversity__u13752__pair,local_only,amazon_cds,gbaf,fixed,diversity,13752,fwd,A,gbaf,gbaf,fixed,True,False,5,
annotator_04,mind__lightgcn_only_vs_fixed__diversity__u28130__rev,mind__lightgcn_only_vs_fixed__diversity__u28130__pair,local_only,mind,lightgcn_only,fixed,diversity,28130,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,4,
annotator_04,amazon_cds__gbaf_vs_fixed__global_diversity__annotator_04__rev,amazon_cds__gbaf_vs_fixed__global_diversity__pair,global_stats,amazon_cds,gbaf,fixed,global_diversity,,rev,A,fixed,gbaf,fixed,False,True,5,
annotator_04,amazon_cds__lightgcn_only_vs_fixed__global_diversity__annotator_04__fwd,amazon_cds__lightgcn_only_vs_fixed__global_diversity__pair,global_stats,amazon_cds,lightgcn_only,fixed,global_diversity,,fwd,B,fixed,lightgcn_only,fixed,False,True,5,
annotator_04,mind__gbaf_vs_fixed__global_diversity__annotator_04__rev,mind__gbaf_vs_fixed__global_diversity__pair,global_stats,mind,gbaf,fixed,global_diversity,,rev,A,fixed,gbaf,fixed,False,True,5,
annotator_04,mind__lightgcn_only_vs_fixed__global_diversity__annotator_04__rev,mind__lightgcn_only_vs_fixed__global_diversity__pair,global_stats,mind,lightgcn_only,fixed,global_diversity,,rev,A,fixed,lightgcn_only,fixed,False,True,5,
annotator_04,yelp__gbaf_vs_concat_mlp__global_diversity__annotator_04__fwd,yelp__gbaf_vs_concat_mlp__global_diversity__pair,global_stats,yelp,gbaf,concat_mlp,global_diversity,,fwd,B,concat_mlp,gbaf,concat_mlp,False,True,5,
annotator_04,yelp__lightgcn_only_vs_fixed__global_diversity__annotator_04__rev,yelp__lightgcn_only_vs_fixed__global_diversity__pair,global_stats,yelp,lightgcn_only,fixed,global_diversity,,rev,A,fixed,lightgcn_only,fixed,False,True,5,
annotator_05,mind__lightgcn_only_vs_fixed__diversity__u44378__rev,mind__lightgcn_only_vs_fixed__diversity__u44378__pair,local_only,mind,lightgcn_only,fixed,diversity,44378,rev,A,fixed,lightgcn_only,fixed,False,True,3,Tied top cats; A has unique health topic
annotator_05,amazon_cds__lightgcn_only_vs_fixed__diversity__u14321__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u14321__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,14321,fwd,B,fixed,lightgcn_only,fixed,False,True,4,A all metal; B has Strokes (indie)
annotator_05,mind__lightgcn_only_vs_fixed__diversity__u28130__fwd,mind__lightgcn_only_vs_fixed__diversity__u28130__pair,local_only,mind,lightgcn_only,fixed,diversity,28130,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,4,A 6 cats vs B 3 cats (weather-heavy)
annotator_05,amazon_cds__lightgcn_only_vs_fixed__diversity__u15509__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u15509__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,15509,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,3,"B has more genre spread (jazz, pop, classic rock)"
annotator_05,amazon_cds__gbaf_vs_fixed__diversity__u15509__fwd,amazon_cds__gbaf_vs_fixed__diversity__u15509__pair,local_only,amazon_cds,gbaf,fixed,diversity,15509,fwd,A,gbaf,gbaf,fixed,True,False,3,"A has punk (Clash), broader variety"
annotator_05,yelp__lightgcn_only_vs_fixed__diversity__u2600__rev,yelp__lightgcn_only_vs_fixed__diversity__u2600__pair,local_only,yelp,lightgcn_only,fixed,diversity,2600,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,4,B has more categories
annotator_05,mind__gbaf_vs_fixed__diversity__u44378__fwd,mind__gbaf_vs_fixed__diversity__u44378__pair,local_only,mind,gbaf,fixed,diversity,44378,fwd,B,fixed,gbaf,fixed,False,True,3,B has 6 cats (incl health) vs A 5
annotator_05,yelp__lightgcn_only_vs_fixed__diversity__u24594__rev,yelp__lightgcn_only_vs_fixed__diversity__u24594__pair,local_only,yelp,lightgcn_only,fixed,diversity,24594,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,5,B 61 cats vs A 28
annotator_05,amazon_cds__gbaf_vs_fixed__diversity__u14125__fwd,amazon_cds__gbaf_vs_fixed__diversity__u14125__pair,local_only,amazon_cds,gbaf,fixed,diversity,14125,fwd,B,fixed,gbaf,fixed,False,True,4,"B has Police, Supremes, Elvis; A all classic rock"
annotator_05,mind__lightgcn_only_vs_fixed__diversity__u5744__rev,mind__lightgcn_only_vs_fixed__diversity__u5744__pair,local_only,mind,lightgcn_only,fixed,diversity,5744,rev,A,fixed,lightgcn_only,fixed,False,True,4,A has 6 cats including unique autos/movies
annotator_05,yelp__gbaf_vs_concat_mlp__diversity__u33987__fwd,yelp__gbaf_vs_concat_mlp__diversity__u33987__pair,local_only,yelp,gbaf,concat_mlp,diversity,33987,fwd,B,concat_mlp,gbaf,concat_mlp,False,True,3,B has food+hotel variety vs A all nightlife
annotator_05,yelp__gbaf_vs_concat_mlp__diversity__u47111__fwd,yelp__gbaf_vs_concat_mlp__diversity__u47111__pair,local_only,yelp,gbaf,concat_mlp,diversity,47111,fwd,A,gbaf,gbaf,concat_mlp,True,False,4,A 36 cats with multiple cuisines
annotator_05,yelp__gbaf_vs_concat_mlp__diversity__u362__rev,yelp__gbaf_vs_concat_mlp__diversity__u362__pair,local_only,yelp,gbaf,concat_mlp,diversity,362,rev,B,gbaf,gbaf,concat_mlp,True,False,3,B 34 vs A 26
annotator_05,yelp__lightgcn_only_vs_fixed__diversity__u18392__rev,yelp__lightgcn_only_vs_fixed__diversity__u18392__pair,local_only,yelp,lightgcn_only,fixed,diversity,18392,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,4,B more cuisine variety
annotator_05,yelp__gbaf_vs_concat_mlp__diversity__u19308__rev,yelp__gbaf_vs_concat_mlp__diversity__u19308__pair,local_only,yelp,gbaf,concat_mlp,diversity,19308,rev,B,gbaf,gbaf,concat_mlp,True,False,4,B 58 vs A 36
annotator_05,mind__gbaf_vs_fixed__diversity__u40271__rev,mind__gbaf_vs_fixed__diversity__u40271__pair,local_only,mind,gbaf,fixed,diversity,40271,rev,TIE,TIE,gbaf,fixed,False,False,3,Lists look identical
annotator_05,yelp__lightgcn_only_vs_fixed__diversity__u362__fwd,yelp__lightgcn_only_vs_fixed__diversity__u362__pair,local_only,yelp,lightgcn_only,fixed,diversity,362,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,2,A 31 vs B 25
annotator_05,amazon_cds__lightgcn_only_vs_fixed__diversity__u965__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u965__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,965,rev,A,fixed,lightgcn_only,fixed,False,True,3,"A has country, punk, Stooges"
annotator_05,amazon_cds__lightgcn_only_vs_fixed__diversity__u13315__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u13315__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,13315,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,3,"A has punk, grunge variety"
annotator_05,mind__lightgcn_only_vs_fixed__diversity__u40271__fwd,mind__lightgcn_only_vs_fixed__diversity__u40271__pair,local_only,mind,lightgcn_only,fixed,diversity,40271,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,2,Slight A edge on subcats
annotator_05,mind__lightgcn_only_vs_fixed__diversity__u42678__fwd,mind__lightgcn_only_vs_fixed__diversity__u42678__pair,local_only,mind,lightgcn_only,fixed,diversity,42678,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,3,"A has 6 cats including elections, sports"
annotator_05,amazon_cds__lightgcn_only_vs_fixed__diversity__u13752__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u13752__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,13752,fwd,B,fixed,lightgcn_only,fixed,False,True,3,"B has country, soundtrack, blues variety"
annotator_05,yelp__gbaf_vs_concat_mlp__diversity__u18930__fwd,yelp__gbaf_vs_concat_mlp__diversity__u18930__pair,local_only,yelp,gbaf,concat_mlp,diversity,18930,fwd,B,concat_mlp,gbaf,concat_mlp,False,True,3,B 31 vs A 25
annotator_05,mind__gbaf_vs_fixed__diversity__u5744__fwd,mind__gbaf_vs_fixed__diversity__u5744__pair,local_only,mind,gbaf,fixed,diversity,5744,fwd,B,fixed,gbaf,fixed,False,True,3,B has 6 cats vs A 4
annotator_05,amazon_cds__gbaf_vs_fixed__diversity__u13752__fwd,amazon_cds__gbaf_vs_fixed__diversity__u13752__pair,local_only,amazon_cds,gbaf,fixed,diversity,13752,fwd,TIE,TIE,gbaf,fixed,False,False,2,"Both lists diverse; A has hip hop, B has country/soundtrack"
annotator_05,yelp__gbaf_vs_concat_mlp__diversity__u18392__rev,yelp__gbaf_vs_concat_mlp__diversity__u18392__pair,local_only,yelp,gbaf,concat_mlp,diversity,18392,rev,B,gbaf,gbaf,concat_mlp,True,False,2,B 31 vs A 27
annotator_05,amazon_cds__gbaf_vs_fixed__diversity__u13315__rev,amazon_cds__gbaf_vs_fixed__diversity__u13315__pair,local_only,amazon_cds,gbaf,fixed,diversity,13315,rev,B,gbaf,gbaf,fixed,True,False,3,"B has pop-punk, grunge, R&B variety"
annotator_05,amazon_cds__lightgcn_only_vs_fixed__diversity__u13209__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u13209__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,13209,rev,A,fixed,lightgcn_only,fixed,False,True,3,A diverse live artists vs B all Pink Floyd
annotator_05,yelp__gbaf_vs_concat_mlp__diversity__u24594__fwd,yelp__gbaf_vs_concat_mlp__diversity__u24594__pair,local_only,yelp,gbaf,concat_mlp,diversity,24594,fwd,A,gbaf,gbaf,concat_mlp,True,False,4,"A 29 vs B 26 with Indian, Pakistani, BBQ, halal"
annotator_05,mind__gbaf_vs_fixed__diversity__u34804__rev,mind__gbaf_vs_fixed__diversity__u34804__pair,local_only,mind,gbaf,fixed,diversity,34804,rev,A,fixed,gbaf,fixed,False,True,3,A 6 cats vs B 4
annotator_05,yelp__lightgcn_only_vs_fixed__diversity__u47111__rev,yelp__lightgcn_only_vs_fixed__diversity__u47111__pair,local_only,yelp,lightgcn_only,fixed,diversity,47111,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,2,B 59 vs A 53
annotator_05,yelp__lightgcn_only_vs_fixed__diversity__u81116__fwd,yelp__lightgcn_only_vs_fixed__diversity__u81116__pair,local_only,yelp,lightgcn_only,fixed,diversity,81116,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,3,A 44 vs B 31
annotator_05,amazon_cds__gbaf_vs_fixed__diversity__u965__fwd,amazon_cds__gbaf_vs_fixed__diversity__u965__pair,local_only,amazon_cds,gbaf,fixed,diversity,965,fwd,B,fixed,gbaf,fixed,False,True,3,"B has country, punk, indie variety"
annotator_05,amazon_cds__lightgcn_only_vs_fixed__diversity__u14125__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u14125__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,14125,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,3,A has Beatles/Pink Floyd/Hendrix variety
annotator_05,mind__lightgcn_only_vs_fixed__diversity__u35942__rev,mind__lightgcn_only_vs_fixed__diversity__u35942__pair,local_only,mind,lightgcn_only,fixed,diversity,35942,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,4,"A is crime-heavy, B 6 cats"
annotator_05,yelp__gbaf_vs_concat_mlp__diversity__u78602__rev,yelp__gbaf_vs_concat_mlp__diversity__u78602__pair,local_only,yelp,gbaf,concat_mlp,diversity,78602,rev,B,gbaf,gbaf,concat_mlp,True,False,2,B 31 vs A 29
annotator_05,amazon_cds__gbaf_vs_fixed__diversity__u5338__fwd,amazon_cds__gbaf_vs_fixed__diversity__u5338__pair,local_only,amazon_cds,gbaf,fixed,diversity,5338,fwd,A,gbaf,gbaf,fixed,True,False,3,"A has alt country, indie, classic; B all metal"
annotator_05,amazon_cds__gbaf_vs_fixed__diversity__u906__fwd,amazon_cds__gbaf_vs_fixed__diversity__u906__pair,local_only,amazon_cds,gbaf,fixed,diversity,906,fwd,TIE,TIE,gbaf,fixed,False,False,2,Both all hip hop
annotator_05,mind__lightgcn_only_vs_fixed__diversity__u34804__rev,mind__lightgcn_only_vs_fixed__diversity__u34804__pair,local_only,mind,lightgcn_only,fixed,diversity,34804,rev,A,fixed,lightgcn_only,fixed,False,True,2,A more subcats
annotator_05,mind__lightgcn_only_vs_fixed__diversity__u29787__rev,mind__lightgcn_only_vs_fixed__diversity__u29787__pair,local_only,mind,lightgcn_only,fixed,diversity,29787,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,3,B 5 cats (has finance) vs A 4
annotator_05,yelp__lightgcn_only_vs_fixed__diversity__u18930__rev,yelp__lightgcn_only_vs_fixed__diversity__u18930__pair,local_only,yelp,lightgcn_only,fixed,diversity,18930,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,2,B 32 vs A 28
annotator_05,mind__gbaf_vs_fixed__diversity__u35942__rev,mind__gbaf_vs_fixed__diversity__u35942__pair,local_only,mind,gbaf,fixed,diversity,35942,rev,B,gbaf,gbaf,fixed,True,False,2,B 3 cats vs A 2
annotator_05,amazon_cds__gbaf_vs_fixed__diversity__u2105__rev,amazon_cds__gbaf_vs_fixed__diversity__u2105__pair,local_only,amazon_cds,gbaf,fixed,diversity,2105,rev,A,fixed,gbaf,fixed,False,True,3,"A has jazz (Miles, Brubeck, Coltrane) vs B all Stones"
annotator_05,amazon_cds__gbaf_vs_fixed__diversity__u13209__fwd,amazon_cds__gbaf_vs_fixed__diversity__u13209__pair,local_only,amazon_cds,gbaf,fixed,diversity,13209,fwd,A,gbaf,gbaf,fixed,True,False,3,A has Pink Floyd/Slipknot/Waters variety
annotator_05,mind__gbaf_vs_fixed__diversity__u29787__fwd,mind__gbaf_vs_fixed__diversity__u29787__pair,local_only,mind,gbaf,fixed,diversity,29787,fwd,A,gbaf,gbaf,fixed,True,False,3,A 7 cats vs B 4
annotator_05,yelp__gbaf_vs_concat_mlp__diversity__u2600__fwd,yelp__gbaf_vs_concat_mlp__diversity__u2600__pair,local_only,yelp,gbaf,concat_mlp,diversity,2600,fwd,A,gbaf,gbaf,concat_mlp,True,False,3,A has more cuisine variety despite count
annotator_05,amazon_cds__lightgcn_only_vs_fixed__diversity__u2105__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u2105__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,2105,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,3,A has rock/jazz/soul variety vs B more jazz-focused
annotator_05,mind__lightgcn_only_vs_fixed__diversity__u7434__fwd,mind__lightgcn_only_vs_fixed__diversity__u7434__pair,local_only,mind,lightgcn_only,fixed,diversity,7434,fwd,TIE,TIE,lightgcn_only,fixed,False,False,2,Very close
annotator_05,yelp__lightgcn_only_vs_fixed__diversity__u78602__rev,yelp__lightgcn_only_vs_fixed__diversity__u78602__pair,local_only,yelp,lightgcn_only,fixed,diversity,78602,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,2,B 59 vs A 28
annotator_05,yelp__lightgcn_only_vs_fixed__diversity__u19308__fwd,yelp__lightgcn_only_vs_fixed__diversity__u19308__pair,local_only,yelp,lightgcn_only,fixed,diversity,19308,fwd,B,fixed,lightgcn_only,fixed,False,True,3,B 66 vs A 59
annotator_05,amazon_cds__gbaf_vs_fixed__diversity__u14321__fwd,amazon_cds__gbaf_vs_fixed__diversity__u14321__pair,local_only,amazon_cds,gbaf,fixed,diversity,14321,fwd,A,gbaf,gbaf,fixed,True,False,2,A has metal subgenre variety vs B mostly Metallica
annotator_05,mind__gbaf_vs_fixed__diversity__u23211__rev,mind__gbaf_vs_fixed__diversity__u23211__pair,local_only,mind,gbaf,fixed,diversity,23211,rev,A,fixed,gbaf,fixed,False,True,2,A 6 cats vs B 5
annotator_05,amazon_cds__lightgcn_only_vs_fixed__diversity__u906__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u906__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,906,fwd,TIE,TIE,lightgcn_only,fixed,False,False,2,Both all hip hop
annotator_05,amazon_cds__lightgcn_only_vs_fixed__diversity__u5338__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u5338__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,5338,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,3,B has alt/prog/punk vs A all metal
annotator_05,yelp__lightgcn_only_vs_fixed__diversity__u33987__fwd,yelp__lightgcn_only_vs_fixed__diversity__u33987__pair,local_only,yelp,lightgcn_only,fixed,diversity,33987,fwd,TIE,TIE,lightgcn_only,fixed,False,False,2,Both have similar Philadelphia focus
annotator_05,mind__lightgcn_only_vs_fixed__diversity__u23211__rev,mind__lightgcn_only_vs_fixed__diversity__u23211__pair,local_only,mind,lightgcn_only,fixed,diversity,23211,rev,A,fixed,lightgcn_only,fixed,False,True,2,A 6 vs B 5
annotator_05,mind__gbaf_vs_fixed__diversity__u7434__rev,mind__gbaf_vs_fixed__diversity__u7434__pair,local_only,mind,gbaf,fixed,diversity,7434,rev,A,fixed,gbaf,fixed,False,True,2,A 5 cats vs B 4
annotator_05,mind__gbaf_vs_fixed__diversity__u28130__fwd,mind__gbaf_vs_fixed__diversity__u28130__pair,local_only,mind,gbaf,fixed,diversity,28130,fwd,A,gbaf,gbaf,fixed,True,False,4,A 6 cats vs B 3
annotator_05,mind__gbaf_vs_fixed__diversity__u42678__rev,mind__gbaf_vs_fixed__diversity__u42678__pair,local_only,mind,gbaf,fixed,diversity,42678,rev,A,fixed,gbaf,fixed,False,True,2,A 5 cats vs B 4
annotator_05,yelp__gbaf_vs_concat_mlp__diversity__u81116__fwd,yelp__gbaf_vs_concat_mlp__diversity__u81116__pair,local_only,yelp,gbaf,concat_mlp,diversity,81116,fwd,A,gbaf,gbaf,concat_mlp,True,False,3,A 44 vs B 31
annotator_05,amazon_cds__gbaf_vs_fixed__global_diversity__annotator_05__fwd,amazon_cds__gbaf_vs_fixed__global_diversity__pair,global_stats,amazon_cds,gbaf,fixed,global_diversity,,fwd,B,fixed,gbaf,fixed,False,True,5,Coverage@10: A=0.7286 B=0.9385
annotator_05,amazon_cds__lightgcn_only_vs_fixed__global_diversity__annotator_05__fwd,amazon_cds__lightgcn_only_vs_fixed__global_diversity__pair,global_stats,amazon_cds,lightgcn_only,fixed,global_diversity,,fwd,B,fixed,lightgcn_only,fixed,False,True,5,Coverage@10: A=0.0826 B=0.9385
annotator_05,mind__gbaf_vs_fixed__global_diversity__annotator_05__fwd,mind__gbaf_vs_fixed__global_diversity__pair,global_stats,mind,gbaf,fixed,global_diversity,,fwd,B,fixed,gbaf,fixed,False,True,5,Coverage@10: A=0.3048 B=0.7349
annotator_05,mind__lightgcn_only_vs_fixed__global_diversity__annotator_05__rev,mind__lightgcn_only_vs_fixed__global_diversity__pair,global_stats,mind,lightgcn_only,fixed,global_diversity,,rev,A,fixed,lightgcn_only,fixed,False,True,5,Coverage@10: A=0.7349 B=0.0793
annotator_05,yelp__gbaf_vs_concat_mlp__global_diversity__annotator_05__fwd,yelp__gbaf_vs_concat_mlp__global_diversity__pair,global_stats,yelp,gbaf,concat_mlp,global_diversity,,fwd,B,concat_mlp,gbaf,concat_mlp,False,True,5,Coverage@10: A=0.4929 B=0.7977
annotator_05,yelp__lightgcn_only_vs_fixed__global_diversity__annotator_05__fwd,yelp__lightgcn_only_vs_fixed__global_diversity__pair,global_stats,yelp,lightgcn_only,fixed,global_diversity,,fwd,B,fixed,lightgcn_only,fixed,False,True,5,Coverage@10: A=0.0057 B=0.4758
