dataset,model_a,model_b,dimension,user_id,effective_preference,ndcg_winner,coverage_winner,align_ndcg,align_coverage,is_conflict,local_text_distance_a,local_text_distance_b,local_text_distance_winner,align_local_text_distance,delta_local_text_distance_chosen_minus_other,local_category_count_a,local_category_count_b,local_category_count_winner,align_local_category_count,delta_local_category_count_chosen_minus_other,local_category_entropy_a,local_category_entropy_b,local_category_entropy_winner,align_local_category_entropy,delta_local_category_entropy_chosen_minus_other,description_length_a,description_length_b,description_length_winner,align_description_length,delta_description_length_chosen_minus_other,history_similarity_a,history_similarity_b,history_similarity_winner,align_history_similarity,delta_history_similarity_chosen_minus_other,average_popularity_a,average_popularity_b,average_popularity_winner,align_average_popularity,delta_average_popularity_chosen_minus_other
mind,gbaf,fixed,novelty,47365,fixed,gbaf,fixed,0,1,True,0.9777419304346229,0.9755885572270199,gbaf,0,-0.0021533732076030043,16.0,18.0,fixed,1.0,2.0,3.8841837197791893,4.1219280948873624,fixed,1.0,0.23774437510817314,35.1,36.6,fixed,1.0,1.5,0.020393104724245624,0.007126344123711596,gbaf,0,-0.013266760600534028,7.010645422097416,7.18024048051644,fixed,1,0.16959505841902445
mind,gbaf,fixed,novelty,28263,gbaf,gbaf,fixed,1,0,True,0.9814857320835517,0.9226290684757713,gbaf,1,0.05885666360778041,10.0,9.0,gbaf,1.0,1.0,3.065957320949175,2.8016094970590273,gbaf,1.0,0.26434782389014755,42.1,37.4,gbaf,1.0,4.700000000000003,0.024099809593965876,0.058354524682529066,fixed,0,-0.03425471508856319,4.888410967469563,3.3175794567624015,gbaf,1,1.570831510707161
mind,gbaf,fixed,novelty,32336,gbaf,gbaf,fixed,1,0,True,0.9726372629307586,0.9736896309025463,fixed,0,-0.0010523679717877599,14.0,14.0,TIE,,0.0,3.6219280948873624,3.621928094887362,TIE,,4.440892098500626e-16,41.7,38.4,gbaf,1.0,3.3000000000000043,0.0064785702471774325,0.006356397813932445,gbaf,1,0.00012217243324498788,7.475917117771671,7.530593921904712,fixed,0,-0.05467680413304166
mind,gbaf,fixed,novelty,47760,gbaf,gbaf,fixed,1,0,True,0.9904038079480785,0.9930994215594495,fixed,0,-0.0026956136113710505,14.0,14.0,TIE,,0.0,3.621928094887362,3.681880802803402,fixed,0.0,-0.059952707916040016,41.3,39.5,gbaf,1.0,1.7999999999999972,0.007079987876806207,0.025173956772990218,fixed,0,-0.01809396889618401,7.307091718322376,7.468039069529871,fixed,0,-0.16094735120749526
mind,gbaf,fixed,novelty,13130,gbaf,gbaf,fixed,1,0,True,0.9652221520947307,0.9885923660426992,fixed,0,-0.023370213947968455,7.0,11.0,fixed,0.0,-4.0,2.6219280948873624,3.308694969562842,fixed,0.0,-0.6867668746754796,42.3,42.3,TIE,,0.0,0.021970489812100508,0.01055156008302556,gbaf,1,0.011418929729074948,5.762633422562455,7.194459717970877,fixed,0,-1.4318262954084213
mind,gbaf,fixed,novelty,47453,fixed,gbaf,fixed,0,1,True,0.9745367259449346,0.971164058233706,gbaf,0,-0.003372667711228572,13.0,14.0,fixed,1.0,1.0,3.5841837197791886,3.721928094887362,fixed,1.0,0.1377443751081735,33.9,43.7,fixed,1.0,9.800000000000004,0.003738734340251853,0.0065261292571112935,fixed,1,0.0027873949168594407,7.515334289609039,7.322941799207809,gbaf,0,-0.19239249040122974
mind,gbaf,fixed,relevance,29787,gbaf,gbaf,fixed,1,0,True,0.9664476847134509,0.9697500060975182,fixed,0,-0.003302321384067275,15.0,11.0,gbaf,1.0,4.0,3.6841837197791887,3.2464393446710154,gbaf,1.0,0.4377443751081733,32.3,36.2,fixed,0.0,-3.9000000000000057,0.020172067961857436,0.007466885849558508,gbaf,1,0.012705182112298928,7.200983383889396,7.542034131696037,fixed,0,-0.3410507478066416
mind,gbaf,fixed,relevance,34804,gbaf,gbaf,fixed,1,0,True,0.9929226730055868,0.9689722888925878,gbaf,1,0.02395038411299899,13.0,16.0,fixed,0.0,-3.0,3.441446071165522,3.8841837197791893,fixed,0.0,-0.4427376486136674,38.7,42.4,fixed,0.0,-3.6999999999999957,0.0088412017082283,0.003434960014458785,gbaf,1,0.005406241693769516,6.299997072130985,7.248866224413549,fixed,0,-0.9488691522825636
mind,gbaf,fixed,relevance,42678,gbaf,gbaf,fixed,1,0,True,0.9721901065322057,0.9887137903135761,fixed,0,-0.01652368378137037,11.0,11.0,TIE,,0.0,3.1414460711655217,3.2841837197791888,fixed,0.0,-0.1427376486136671,42.2,36.2,gbaf,1.0,6.0,0.01235405129817882,0.02902070050492158,fixed,0,-0.01666664920674276,7.48696656391885,7.231521917924215,gbaf,1,0.25544464599463534
mind,gbaf,fixed,relevance,10550,gbaf,gbaf,fixed,1,0,True,0.8618425378309865,0.9633769443592575,fixed,0,-0.10153440652827095,3.0,8.0,fixed,0.0,-5.0,1.2532975784630431,2.7037016960573483,fixed,0.0,-1.4504041175943052,34.0,44.3,fixed,0.0,-10.299999999999997,0.06691047986434781,0.05137636859362393,gbaf,1,0.015534111270723877,3.461359917430483,2.022474183698244,gbaf,1,1.438885733732239
mind,gbaf,fixed,relevance,13700,fixed,gbaf,fixed,0,1,True,0.9754984971400712,0.9935429401415866,fixed,1,0.01804444300151542,15.0,15.0,TIE,,0.0,3.721928094887362,3.7464393446710154,fixed,1.0,0.024511249783653266,33.3,43.8,fixed,1.0,10.5,0.02257647547273216,0.009515614175896098,gbaf,0,-0.013060861296836063,6.9055763126299325,4.570506674346666,gbaf,0,-2.335069638283267
mind,gbaf,fixed,relevance,38081,fixed,gbaf,fixed,0,1,True,0.9770090665501124,0.9932368762288124,fixed,1,0.016227809678699967,13.0,17.0,fixed,1.0,4.0,3.621928094887362,4.021928094887363,fixed,1.0,0.4000000000000008,30.4,37.6,fixed,1.0,7.200000000000003,0.00827463781075975,0.006127392255965313,gbaf,0,-0.0021472455547944377,6.174652248108674,7.142632900410311,fixed,1,0.9679806523016365
mind,gbaf,fixed,relevance,21367,fixed,gbaf,fixed,0,1,True,0.9939670405221874,0.9938794754110166,gbaf,0,-8.756511117080645e-05,11.0,14.0,fixed,1.0,3.0,3.136379330350756,3.616348566075163,fixed,1.0,0.4799692357244072,40.1,34.8,gbaf,0.0,-5.300000000000004,0.01044422490445271,0.016130504729530756,fixed,1,0.005686279825078045,7.032112464877909,7.366025101787287,fixed,1,0.33391263690937745
mind,gbaf,fixed,relevance,38547,gbaf,gbaf,fixed,1,0,True,0.991030301215832,0.9948874109514568,fixed,0,-0.0038571097356248085,13.0,14.0,fixed,0.0,-1.0,3.5841837197791886,3.6219280948873624,fixed,0.0,-0.037744375108173855,38.6,34.3,gbaf,1.0,4.300000000000004,0.017804468409907206,0.007093138800675096,gbaf,1,0.01071132960923211,6.834884067882665,7.357412510346698,fixed,0,-0.5225284424640337
mind,gbaf,fixed,relevance,47365,gbaf,gbaf,fixed,1,0,True,0.9777419304346229,0.9755885572270199,gbaf,1,0.0021533732076030043,16.0,18.0,fixed,0.0,-2.0,3.8841837197791893,4.1219280948873624,fixed,0.0,-0.23774437510817314,35.1,36.6,fixed,0.0,-1.5,0.020393104724245624,0.007126344123711596,gbaf,1,0.013266760600534028,7.010645422097416,7.18024048051644,fixed,0,-0.16959505841902445
mind,gbaf,fixed,relevance,8882,gbaf,gbaf,fixed,1,0,True,0.9666311640702135,0.9672150849823612,fixed,0,-0.0005839209121476507,13.0,15.0,fixed,0.0,-2.0,3.5464393446710156,3.826874881864637,fixed,0.0,-0.28043553719362135,32.1,36.2,fixed,0.0,-4.100000000000001,0.006062897027857175,0.005848970225807762,gbaf,1,0.00021392680204941356,7.386401232571956,7.4611216340355,fixed,0,-0.0747204014635443
mind,gbaf,fixed,relevance,16461,gbaf,gbaf,fixed,1,0,True,0.9891127589566839,0.9907732616799967,fixed,0,-0.0016605027233127512,13.0,12.0,gbaf,1.0,1.0,3.621928094887362,3.4464393446710155,gbaf,1.0,0.17548875021634647,33.1,33.1,TIE,,0.0,0.015485087092129542,0.018450096894505184,fixed,0,-0.0029650098023756427,6.325752757130234,7.1216807009407095,fixed,0,-0.7959279438104758
mind,gbaf,fixed,relevance,13130,gbaf,gbaf,fixed,1,0,True,0.9652221520947307,0.9885923660426992,fixed,0,-0.023370213947968455,7.0,11.0,fixed,0.0,-4.0,2.6219280948873624,3.308694969562842,fixed,0.0,-0.6867668746754796,42.3,42.3,TIE,,0.0,0.021970489812100508,0.01055156008302556,gbaf,1,0.011418929729074948,5.762633422562455,7.194459717970877,fixed,0,-1.4318262954084213
mind,gbaf,fixed,relevance,47453,gbaf,gbaf,fixed,1,0,True,0.9745367259449346,0.971164058233706,gbaf,1,0.003372667711228572,13.0,14.0,fixed,0.0,-1.0,3.5841837197791886,3.721928094887362,fixed,0.0,-0.1377443751081735,33.9,43.7,fixed,0.0,-9.800000000000004,0.003738734340251853,0.0065261292571112935,fixed,0,-0.0027873949168594407,7.515334289609039,7.322941799207809,gbaf,1,0.19239249040122974
mind,gbaf,gradnorm_only,balanced,35942,gbaf,gbaf,gradnorm_only,1,0,True,0.9594410128317373,0.9700317413032712,gradnorm_only,0,-0.010590728471533861,7.0,11.0,gradnorm_only,0.0,-4.0,2.7086949695628415,3.1414460711655217,gradnorm_only,0.0,-0.43275110160268015,43.1,31.8,gbaf,1.0,11.3,0.015196341278774216,0.015040674809017444,gbaf,1,0.00015566646975677216,6.188863634112565,7.14584743925411,gradnorm_only,0,-0.9569838051415456
mind,gbaf,gradnorm_only,balanced,40271,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9632091274637175,0.9739059071777977,gradnorm_only,1,0.010696779714080229,14.0,17.0,gradnorm_only,1.0,3.0,3.6841837197791887,4.037401197654112,gradnorm_only,1.0,0.3532174778749231,36.2,34.5,gbaf,0.0,-1.7000000000000028,0.020552712708912495,0.011322008681925932,gbaf,0,-0.009230704026986563,7.519264570476166,6.7898583887887245,gbaf,0,-0.7294061816874411
mind,gbaf,gradnorm_only,balanced,38547,gbaf,gbaf,gradnorm_only,1,0,True,0.991030301215832,0.9958010972706812,gradnorm_only,0,-0.004770796054849202,13.0,15.0,gradnorm_only,0.0,-2.0,3.5841837197791886,3.7841837197791888,gradnorm_only,0.0,-0.20000000000000018,38.6,34.5,gbaf,1.0,4.100000000000001,0.017804468409907206,0.007489255315619832,gbaf,1,0.010315213094287373,6.834884067882665,6.770311925000914,gbaf,1,0.06457214288175095
mind,gbaf,gradnorm_only,diversity,7434,gbaf,gbaf,gradnorm_only,1,0,True,0.9777885930619098,0.9855073947075127,gradnorm_only,0,-0.007718801645602902,10.0,9.0,gbaf,1.0,1.0,3.0464393446710156,2.8016094970590277,gbaf,1.0,0.2448298476119879,47.9,45.7,gbaf,1.0,2.1999999999999957,0.007194107199088367,0.014349365740270242,gradnorm_only,0,-0.007155258541181875,5.901230765845925,6.58793623218363,gradnorm_only,0,-0.6867054663377044
mind,gbaf,gradnorm_only,diversity,40271,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9632091274637175,0.9739059071777977,gradnorm_only,1,0.010696779714080229,14.0,17.0,gradnorm_only,1.0,3.0,3.6841837197791887,4.037401197654112,gradnorm_only,1.0,0.3532174778749231,36.2,34.5,gbaf,0.0,-1.7000000000000028,0.020552712708912495,0.011322008681925932,gbaf,0,-0.009230704026986563,7.519264570476166,6.7898583887887245,gbaf,0,-0.7294061816874411
mind,gbaf,gradnorm_only,diversity,34889,gbaf,gbaf,gradnorm_only,1,0,True,0.9722588457438082,0.9459787176081205,gbaf,1,0.026280128135687697,12.0,4.0,gbaf,1.0,8.0,3.4613201402110083,1.4932133643654213,gbaf,1.0,1.968106775845587,28.0,31.2,gradnorm_only,0.0,-3.1999999999999993,0.011676649178635413,0.029125955872916404,gradnorm_only,0,-0.01744930669428099,7.293999677763149,5.249267715557196,gbaf,1,2.0447319622059528
mind,gbaf,gradnorm_only,diversity,1788,gbaf,gbaf,gradnorm_only,1,0,True,0.9718758815020566,0.9693899210983985,gbaf,1,0.002485960403658116,10.0,10.0,TIE,,0.0,3.1158340921632197,3.005314856894279,gbaf,1.0,0.11051923526894081,46.8,36.4,gbaf,1.0,10.399999999999999,0.02276866167949253,0.029719595336600724,gradnorm_only,0,-0.006950933657108194,6.850304873774647,6.707319484651227,gbaf,1,0.14298538912342007
mind,gbaf,gradnorm_only,diversity,6098,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9724279788627007,0.9908248433352707,gradnorm_only,1,0.01839686447256994,12.0,10.0,gbaf,0.0,-2.0,3.3037016960573484,3.008694969562842,gbaf,0.0,-0.2950067264945062,39.2,40.4,gradnorm_only,1.0,1.1999999999999957,0.015034474776082678,0.007404752175831378,gbaf,0,-0.0076297226002513,7.316252596425319,7.30517212029436,gbaf,0,-0.011080476130959305
mind,gbaf,gradnorm_only,diversity,28272,gbaf,gbaf,gradnorm_only,1,0,True,0.9929665076372898,0.9904677522548226,gbaf,1,0.0024987553824671327,8.0,9.0,gradnorm_only,0.0,-1.0,2.741446071165522,2.8000446184790095,gradnorm_only,0.0,-0.05859854731348735,43.3,46.4,gradnorm_only,0.0,-3.1000000000000014,0.009013881007324684,0.010827750458184737,gradnorm_only,0,-0.0018138694508600534,6.357701662802974,4.460412100051643,gbaf,1,1.8972895627513306
mind,gbaf,gradnorm_only,diversity,36746,gbaf,gbaf,gradnorm_only,1,0,True,0.9973014863201101,0.985088916213744,gbaf,1,0.012212570106366116,16.0,13.0,gbaf,1.0,3.0,3.884183719779189,3.3464393446710154,gbaf,1.0,0.5377443751081734,32.6,35.1,gradnorm_only,0.0,-2.5,0.007709977842173277,0.015331380962574827,gradnorm_only,0,-0.00762140312040155,7.1876490460108045,4.888472412030097,gbaf,1,2.299176633980707
mind,gbaf,gradnorm_only,diversity,13130,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9652221520947307,0.985541088442301,gradnorm_only,1,0.020318936347570316,7.0,13.0,gradnorm_only,1.0,6.0,2.6219280948873624,3.546439344671015,gradnorm_only,1.0,0.9245112497836527,42.3,35.1,gbaf,0.0,-7.199999999999996,0.021970489812100508,0.030009714621473105,gradnorm_only,1,0.008039224809372598,5.762633422562455,6.363274350786425,gradnorm_only,1,0.60064092822397
mind,gbaf,gradnorm_only,diversity,661,gbaf,gbaf,gradnorm_only,1,0,True,0.9943320377570297,0.9050030197535984,gbaf,1,0.08932901800343129,11.0,9.0,gbaf,1.0,2.0,3.1841837197791887,2.6588718484453606,gbaf,1.0,0.5253118713338281,40.0,40.8,gradnorm_only,0.0,-0.7999999999999972,0.035634211974792676,0.1079637200324629,gradnorm_only,0,-0.07232950805767023,6.867974226080524,4.731143718395116,gbaf,1,2.136830507685408
mind,gbaf,gradnorm_only,diversity,47453,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9745367259449346,0.994762399429281,gradnorm_only,1,0.02022567348434645,13.0,13.0,TIE,,0.0,3.5841837197791886,3.484183719779189,gbaf,0.0,-0.09999999999999964,33.9,37.1,gradnorm_only,1.0,3.200000000000003,0.003738734340251853,0.006218141395497912,gradnorm_only,1,0.0024794070552460593,7.515334289609039,6.617346974089219,gbaf,0,-0.8979873155198206
mind,gbaf,gradnorm_only,novelty,7434,gbaf,gbaf,gradnorm_only,1,0,True,0.9777885930619098,0.9855073947075127,gradnorm_only,0,-0.007718801645602902,10.0,9.0,gbaf,1.0,1.0,3.0464393446710156,2.8016094970590277,gbaf,1.0,0.2448298476119879,47.9,45.7,gbaf,1.0,2.1999999999999957,0.007194107199088367,0.014349365740270242,gradnorm_only,0,-0.007155258541181875,5.901230765845925,6.58793623218363,gradnorm_only,0,-0.6867054663377044
mind,gbaf,gradnorm_only,novelty,34804,gbaf,gbaf,gradnorm_only,1,0,True,0.9929226730055868,0.8917907700302715,gbaf,1,0.10113190297531527,13.0,8.0,gbaf,1.0,5.0,3.441446071165522,2.441446071165522,gbaf,1.0,1.0,38.7,28.4,gbaf,1.0,10.300000000000004,0.0088412017082283,0.05812010176051787,gradnorm_only,0,-0.04927890005228957,6.299997072130985,4.0977808816230645,gbaf,1,2.2022161905079205
mind,gbaf,gradnorm_only,novelty,40271,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9632091274637175,0.9739059071777977,gradnorm_only,1,0.010696779714080229,14.0,17.0,gradnorm_only,1.0,3.0,3.6841837197791887,4.037401197654112,gradnorm_only,1.0,0.3532174778749231,36.2,34.5,gbaf,0.0,-1.7000000000000028,0.020552712708912495,0.011322008681925932,gbaf,0,-0.009230704026986563,7.519264570476166,6.7898583887887245,gbaf,0,-0.7294061816874411
mind,gbaf,gradnorm_only,novelty,34889,gbaf,gbaf,gradnorm_only,1,0,True,0.9722588457438082,0.9459787176081205,gbaf,1,0.026280128135687697,12.0,4.0,gbaf,1.0,8.0,3.4613201402110083,1.4932133643654213,gbaf,1.0,1.968106775845587,28.0,31.2,gradnorm_only,0.0,-3.1999999999999993,0.011676649178635413,0.029125955872916404,gradnorm_only,0,-0.01744930669428099,7.293999677763149,5.249267715557196,gbaf,1,2.0447319622059528
mind,gbaf,gradnorm_only,novelty,11583,gbaf,gbaf,gradnorm_only,1,0,True,0.9748091056758645,0.9848592656779462,gradnorm_only,0,-0.010050160002081698,9.0,14.0,gradnorm_only,0.0,-5.0,2.6873230684749942,3.621928094887362,gradnorm_only,0.0,-0.9346050264123678,28.0,31.4,gradnorm_only,0.0,-3.3999999999999986,0.03667888508265566,0.021188311866544206,gbaf,1,0.015490573216111456,4.6493771458224655,5.791539689259656,gradnorm_only,0,-1.1421625434371903
mind,gbaf,gradnorm_only,novelty,1788,gbaf,gbaf,gradnorm_only,1,0,True,0.9718758815020566,0.9693899210983985,gbaf,1,0.002485960403658116,10.0,10.0,TIE,,0.0,3.1158340921632197,3.005314856894279,gbaf,1.0,0.11051923526894081,46.8,36.4,gbaf,1.0,10.399999999999999,0.02276866167949253,0.029719595336600724,gradnorm_only,0,-0.006950933657108194,6.850304873774647,6.707319484651227,gbaf,1,0.14298538912342007
mind,gbaf,gradnorm_only,novelty,6098,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9724279788627007,0.9908248433352707,gradnorm_only,1,0.01839686447256994,12.0,10.0,gbaf,0.0,-2.0,3.3037016960573484,3.008694969562842,gbaf,0.0,-0.2950067264945062,39.2,40.4,gradnorm_only,1.0,1.1999999999999957,0.015034474776082678,0.007404752175831378,gbaf,0,-0.0076297226002513,7.316252596425319,7.30517212029436,gbaf,0,-0.011080476130959305
mind,gbaf,gradnorm_only,novelty,28272,gbaf,gbaf,gradnorm_only,1,0,True,0.9929665076372898,0.9904677522548226,gbaf,1,0.0024987553824671327,8.0,9.0,gradnorm_only,0.0,-1.0,2.741446071165522,2.8000446184790095,gradnorm_only,0.0,-0.05859854731348735,43.3,46.4,gradnorm_only,0.0,-3.1000000000000014,0.009013881007324684,0.010827750458184737,gradnorm_only,0,-0.0018138694508600534,6.357701662802974,4.460412100051643,gbaf,1,1.8972895627513306
mind,gbaf,gradnorm_only,novelty,36746,gbaf,gbaf,gradnorm_only,1,0,True,0.9973014863201101,0.985088916213744,gbaf,1,0.012212570106366116,16.0,13.0,gbaf,1.0,3.0,3.884183719779189,3.3464393446710154,gbaf,1.0,0.5377443751081734,32.6,35.1,gradnorm_only,0.0,-2.5,0.007709977842173277,0.015331380962574827,gradnorm_only,0,-0.00762140312040155,7.1876490460108045,4.888472412030097,gbaf,1,2.299176633980707
mind,gbaf,gradnorm_only,novelty,28263,gbaf,gbaf,gradnorm_only,1,0,True,0.9814857320835517,0.9715805957095062,gbaf,1,0.009905136374045553,10.0,11.0,gradnorm_only,0.0,-1.0,3.065957320949175,3.2210972500579564,gradnorm_only,0.0,-0.1551399291087816,42.1,42.0,gbaf,1.0,0.10000000000000142,0.024099809593965876,0.031126804367777473,gradnorm_only,0,-0.007026994773811596,4.888410967469563,4.397266320748062,gbaf,1,0.4911446467215006
mind,gbaf,gradnorm_only,novelty,16461,gbaf,gbaf,gradnorm_only,1,0,True,0.9891127589566839,0.9824643007204995,gbaf,1,0.006648458236184429,13.0,12.0,gbaf,1.0,1.0,3.621928094887362,3.4841837197791885,gbaf,1.0,0.1377443751081735,33.1,51.3,gradnorm_only,0.0,-18.199999999999996,0.015485087092129542,0.031435470551414296,gradnorm_only,0,-0.015950383459284755,6.325752757130234,6.190348497650736,gbaf,1,0.13540425947949775
mind,gbaf,gradnorm_only,novelty,13130,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9652221520947307,0.985541088442301,gradnorm_only,1,0.020318936347570316,7.0,13.0,gradnorm_only,1.0,6.0,2.6219280948873624,3.546439344671015,gradnorm_only,1.0,0.9245112497836527,42.3,35.1,gbaf,0.0,-7.199999999999996,0.021970489812100508,0.030009714621473105,gradnorm_only,1,0.008039224809372598,5.762633422562455,6.363274350786425,gradnorm_only,1,0.60064092822397
mind,gbaf,gradnorm_only,novelty,661,gbaf,gbaf,gradnorm_only,1,0,True,0.9943320377570297,0.9050030197535984,gbaf,1,0.08932901800343129,11.0,9.0,gbaf,1.0,2.0,3.1841837197791887,2.6588718484453606,gbaf,1.0,0.5253118713338281,40.0,40.8,gradnorm_only,0.0,-0.7999999999999972,0.035634211974792676,0.1079637200324629,gradnorm_only,0,-0.07232950805767023,6.867974226080524,4.731143718395116,gbaf,1,2.136830507685408
mind,gbaf,gradnorm_only,novelty,47453,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9745367259449346,0.994762399429281,gradnorm_only,1,0.02022567348434645,13.0,13.0,TIE,,0.0,3.5841837197791886,3.484183719779189,gbaf,0.0,-0.09999999999999964,33.9,37.1,gradnorm_only,1.0,3.200000000000003,0.003738734340251853,0.006218141395497912,gradnorm_only,1,0.0024794070552460593,7.515334289609039,6.617346974089219,gbaf,0,-0.8979873155198206
mind,gbaf,gradnorm_only,relevance,7434,gbaf,gbaf,gradnorm_only,1,0,True,0.9777885930619098,0.9855073947075127,gradnorm_only,0,-0.007718801645602902,10.0,9.0,gbaf,1.0,1.0,3.0464393446710156,2.8016094970590277,gbaf,1.0,0.2448298476119879,47.9,45.7,gbaf,1.0,2.1999999999999957,0.007194107199088367,0.014349365740270242,gradnorm_only,0,-0.007155258541181875,5.901230765845925,6.58793623218363,gradnorm_only,0,-0.6867054663377044
mind,gbaf,gradnorm_only,relevance,23211,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9914574552971782,0.9908077621769108,gbaf,0,-0.0006496931202674139,11.0,16.0,gradnorm_only,1.0,5.0,3.1414460711655217,3.8841837197791893,gradnorm_only,1.0,0.7427376486136676,44.6,52.5,gradnorm_only,1.0,7.899999999999999,0.006510532728630192,0.019717451825480688,gradnorm_only,1,0.013206919096850496,6.840700264844861,4.476137458913081,gbaf,0,-2.3645628059317794
mind,gbaf,gradnorm_only,relevance,29787,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9664476847134509,0.9849626516719578,gradnorm_only,1,0.018514966958506962,15.0,13.0,gbaf,0.0,-2.0,3.6841837197791887,3.6219280948873616,gbaf,0.0,-0.06225562489182712,32.3,32.1,gbaf,0.0,-0.19999999999999574,0.020172067961857436,0.02490881724426103,gradnorm_only,1,0.0047367492824035955,7.200983383889396,7.163256628940592,gbaf,0,-0.037726754948804064
mind,gbaf,gradnorm_only,relevance,34804,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9929226730055868,0.8917907700302715,gbaf,0,-0.10113190297531527,13.0,8.0,gbaf,0.0,-5.0,3.441446071165522,2.441446071165522,gbaf,0.0,-1.0,38.7,28.4,gbaf,0.0,-10.300000000000004,0.0088412017082283,0.05812010176051787,gradnorm_only,1,0.04927890005228957,6.299997072130985,4.0977808816230645,gbaf,0,-2.2022161905079205
mind,gbaf,gradnorm_only,relevance,40271,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9632091274637175,0.9739059071777977,gradnorm_only,1,0.010696779714080229,14.0,17.0,gradnorm_only,1.0,3.0,3.6841837197791887,4.037401197654112,gradnorm_only,1.0,0.3532174778749231,36.2,34.5,gbaf,0.0,-1.7000000000000028,0.020552712708912495,0.011322008681925932,gbaf,0,-0.009230704026986563,7.519264570476166,6.7898583887887245,gbaf,0,-0.7294061816874411
mind,gbaf,gradnorm_only,relevance,23498,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9938485935896691,0.9708255617591408,gbaf,0,-0.02302303183052834,12.0,11.0,gbaf,0.0,-1.0,3.346439344671015,3.2037016960573483,gbaf,0.0,-0.14273764861366667,33.0,32.4,gbaf,0.0,-0.6000000000000014,0.008279996568393424,0.03315312551308655,gradnorm_only,1,0.024873128944693127,7.1430614622416995,6.242332842257098,gbaf,0,-0.9007286199846014
mind,gbaf,gradnorm_only,relevance,21367,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9939670405221874,0.9947191661137542,gradnorm_only,1,0.0007521255915667879,11.0,13.0,gradnorm_only,1.0,2.0,3.136379330350756,3.5724312513221195,gradnorm_only,1.0,0.4360519209713636,40.1,31.5,gbaf,0.0,-8.600000000000001,0.01044422490445271,0.009209249428000565,gbaf,0,-0.001234975476452146,7.032112464877909,6.994962828943878,gbaf,0,-0.03714963593403109
mind,gbaf,gradnorm_only,relevance,36746,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9973014863201101,0.985088916213744,gbaf,0,-0.012212570106366116,16.0,13.0,gbaf,0.0,-3.0,3.884183719779189,3.3464393446710154,gbaf,0.0,-0.5377443751081734,32.6,35.1,gradnorm_only,1.0,2.5,0.007709977842173277,0.015331380962574827,gradnorm_only,1,0.00762140312040155,7.1876490460108045,4.888472412030097,gbaf,0,-2.299176633980707
mind,gbaf,gradnorm_only,relevance,38547,gbaf,gbaf,gradnorm_only,1,0,True,0.991030301215832,0.9958010972706812,gradnorm_only,0,-0.004770796054849202,13.0,15.0,gradnorm_only,0.0,-2.0,3.5841837197791886,3.7841837197791888,gradnorm_only,0.0,-0.20000000000000018,38.6,34.5,gbaf,1.0,4.100000000000001,0.017804468409907206,0.007489255315619832,gbaf,1,0.010315213094287373,6.834884067882665,6.770311925000914,gbaf,1,0.06457214288175095
mind,gbaf,gradnorm_only,relevance,47365,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9777419304346229,0.8978998332658583,gbaf,0,-0.07984209716876456,16.0,9.0,gbaf,0.0,-7.0,3.8841837197791893,2.670950594454669,gbaf,0.0,-1.2132331253245203,35.1,42.0,gradnorm_only,1.0,6.899999999999999,0.020393104724245624,0.09161885659528661,gradnorm_only,1,0.071225751871041,7.010645422097416,4.562141545309077,gbaf,0,-2.4485038767883394
mind,gbaf,gradnorm_only,relevance,47760,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9904038079480785,0.9878956142128523,gbaf,0,-0.0025081937352261496,14.0,12.0,gbaf,0.0,-2.0,3.621928094887362,3.419381945646371,gbaf,0.0,-0.202546149240991,41.3,34.8,gbaf,0.0,-6.5,0.007079987876806207,0.02504404414626667,gradnorm_only,1,0.017964056269460463,7.307091718322376,7.424598644385547,gradnorm_only,1,0.11750692606317159
mind,gbaf,gradnorm_only,relevance,29524,gradnorm_only,gbaf,gradnorm_only,0,1,True,0.9922057784156921,0.9244343503883187,gbaf,0,-0.06777142802737346,12.0,7.0,gbaf,0.0,-5.0,3.384183719779189,2.1393538721672005,gbaf,0.0,-1.2448298476119883,38.5,36.1,gbaf,0.0,-2.3999999999999986,0.020625543721004114,0.07893314275622566,gradnorm_only,1,0.05830759903522155,6.949428249536167,4.409242937563548,gbaf,0,-2.5401853119726194
